platform,n,prosociality_composite_mean,prosociality_composite_std,empathy_mean,empathy_std,constructiveness_mean,constructiveness_std,respect_mean,respect_std,social_cohesion_mean,social_cohesion_std
wikipedia,4770,2.359,1.335,1.928,1.312,2.507,1.426,2.897,1.6,2.105,1.377
